geo,tweet,user_handle,location,cleaned_tweets
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",varunvish13,Dehradun, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,RT @UsmanAKBuzdar: Confirmed #COVID19 cases in Punjab are 323. 176 Zaireen in DGK and 4 in  Multan Quarantine tested positive so far. Lahor…,mmbaluchi,Malta, confirmed covid cases in punjab are zaireen in dgk and in multan quarantine tested positive so far lahor
,RT @WomenSciAUST: Meet the all-female team working to create a COVID-19 vaccine in Maryland https://t.co/xWqv82EjGe #womeninSTEMM #COVID19…,TrishR99,, meet the all female team working to create a covid vaccine in maryland womeninstemm covid
,"RT @NYGovCuomo: The Four Seasons Hotel on 57th Street will provide FREE lodging to doctors, nurses &amp; medical personnel currently working to…",LucindasIreland,Dublin & Kinsale, the four seasons hotel on th street will provide free lodging to doctors nurses medical personnel currently working to
,"RT @thecableng: #Coronavirus death toll in #US hits 1,000 https://t.co/VsDcOXIRx2 via @thecableng #COVID19",nas7654,"kano,Nigeria", coronavirus death toll in us hits via covid
,RT @teslabros: Just finished doing a small run of  @josefprusa face shield mask. We plan on producing 1000s of these for hospitals around t…,genius_c137,Zimbabwe, just finished doing a small run of face shield mask we plan on producing s of these for hospitals around t
,RT @jdfarag: The Bible says that laughter is the best medicine in Proverbs 17:22. Here's some medicine... #Coronavirus #Pandemic #Covid19 #…,yoghourtjian,, the bible says that laughter is the best medicine in proverbs here s some medicine coronavirus pandemic covid
,"Good morning Twitter!
#StayHome #COVID2019 #SafeHands #SafeAtHome #COVID19 #flowerstagram https://t.co/iyib6yvxaA",alexgen0359,galaxy,good morning twitter stayhome covid safehands safeathome covid flowerstagram
,RT @ICAEW: The UK Government and Companies House have announced that #businesses affected by #coronavirus will be given an additional three…,ChancellersLLP,"Hitchin, England", the uk government and companies house have announced that businesses affected by coronavirus will be given an additional three
,RT @mishra_kasturi: High time for every @BJP4Odisha Kaaryakarta to serve to curb #COVID19.With the guidance of @narendramodi ji &amp; @dpradhan…,AmitMitraBJP,"Odisha, India", kasturi high time for every kaaryakaa to serve to curb covid with the guidance of ji
,"RT @TheBuzzerPro: Hello. Are you on Instagram? Click https://t.co/QdxlqqOv3d to see this interesting and educative article
#coronavirus #co…",TheBuzzerAdvert,South Africa, hello are you on instagram click to see this interesting and educative aicle coronavirus co
,"#hantavirus #corona #longpest 

Survival of the fittest in #China. https://t.co/mODNb1sMBb",Yvonbrinkerink,Nederland,hantavirus corona longpest survival of the fittest in china
,"RT @theyoungjoo: Harvard has a $40 BILLION dollar endowment, making it one of the richest universities in the world. But, apparently they c…",Yvon727,so cal, harvard has a billion dollar endowment making it one of the richest universities in the world but apparently they c
,"How will the coronavirus affect house prices?

&gt;&gt; https://t.co/gXccDvKXuy

We're continuing to update this story as… https://t.co/1oe2ZyxiW6",WhichMoney,London,how will the coronavirus affect house prices we re continuing to update this story as
,"Peloton races, berocca doses &amp; calling fans - how #Everton players are keeping busy in lockdown, as the club's… https://t.co/vVmVnD1CjM",GregOK,"North West, England",peloton races berocca doses calling fans how eveon players are keeping busy in lockdown as the club s
,"RT @Sana_Jamal: Please don't confuse &amp; complicate. This is what WHO chief @DrTedros said 👇

""Lockdown is buying time and reducing the press…",Sana_Jamal,"Islamabad, Pakistan", jamal please don t confuse complicate this is what who chief said lockdown is buying time and reducing the press
,"RT @iykimo: Good morning Nigeria

It's good to hear that President Buhari 'resumed work yesterday'

The president must address Nigerians on…",strong_truth,, good morning nigeria it s good to hear that president buhari resumed work yesterday the president must address nigerians on
,"When you step out of your house to buy essentials...

#ChineseVirus19 #coronavirusindia #CoronaVillains #COVID2019… https://t.co/dAddhEYphq",manmeshnaik,India,when you step out of your house to buy essentials chinesevirus coronavirusindia coronavillains covid
,RT @tedlieu: I just made a donation to this fund to help our frontline responders get the equipment they need to fight #coronavirus. We don…,rjs0402,, i just made a donation to this fund to help our frontline responders get the equipment they need to fight coronavirus we don
,RT @KuopioEpilepsy: Let`s start Kuopio Epilepsy Symposium 2020! The theme of this year are rare and complex epilepsies. Opening words by @P…,KantanenAM,"Kuopio, Suomi", let s sta kuopio epilepsy symposium the theme of this year are rare and complex epilepsies opening words by
,RT @tv9gujarati: Jana Sena chief Pawan Kalyan announces to donate Rs 1 crore to Prime Minister's National Relief Fund &amp; Rs 50 lakh each to…,lokesh9039,India, jana sena chief pawan kalyan announces to donate rs crore to prime minister s national relief fund rs lakh each to
,"RT @walangpasokfile: LOOK: Rare events are happening in Metro Manila during the Luzon Lockdown due to #COVID19.

A part of Sierra Madre can…",oceanchild24,Manila, look rare events are happening in metro manila during the luzon lockdown due to covid a pa of sierra madre can
,"RT @ARC2020eu: Coping with Covid19 – Tensions in Farming, Trade and the EU Institutions
#Coronavirus
#Covid19
With @HansWetzels https://t.c…",Carlos1007Pi,, coping with covid tensions in farming trade and the eu institutions coronavirus covid with
,"RT @danielfyork: Germany Has Rolled Out a Staggering €50 Billion Aid Package for Artists and Cultural Businesses, Putting Other Countries t…",beatieedney,London, germany has rolled out a staggering billion aid package for aists and cultural businesses putting other countries t
,"RT @makedaisychains: Don’t forget the frontline staff caring for patients with #COVID19 on mental health inpatient wards. 

Show your suppo…",E_Bailey_,UK, don t forget the frontline staff caring for patients with covid on mental health inpatient wards show your suppo
,RT @airnewsalerts: Appolo hospitals gets ICMR approvals to start COVID- 19 tests. To open isolation rooms from Saturday in five cities for…,Jaison_K_James,Kerala, appolo hospitals gets icmr approvals to sta covid tests to open isolation rooms from saturday in five cities for
,"RT @KjeldDuits: #Coronavirus #COVID19 infections in #Japan are likely to be ""rampant"" according to government experts

The assessment start…",il_elle,, coronavirus covid infections in japan are likely to be rampant according to government expes the assessment sta
,RT @OsikaniBoampon2: Kennedy Agyapong is the only man who can trace and know where exactly where this #COVID19 came from and even the perso…,ekow_Sarkcess,"TAKORADI,W/R,GHANA", kennedy agyapong is the only man who can trace and know where exactly where this covid came from and even the perso
,RT @ABSCBNNews: Palace: The Palace has received reports that certain officials who are considered persons under either investigation or mon…,rka271,, palace the palace has received repos that ceain officials who are considered persons under either investigation or mon
,"RT @ClydellPeairs: The time to act is NOW! Tell governors, the Department of Homeland Security, ICE, mayors, and sheriffs not to leave anyo…",MsDixieDiva8253,Mississippi Delta, the time to act is now tell governors the depament of homeland security ice mayors and sheriffs not to leave anyo
,"RT @sarbjeetjohal: Great read on #COVID19 from medical experts.

The most important takeaway, he says, is that “there are different stages…",ELCavalos,, great read on covid from medical expes the most impoant takeaway he says is that there are different stages
,"RT @PhannieAK: President Uhuru Kenyatta has said if you are in my house at 7 pm you cannot go home till 5 am. Interpret this as you may, bu…",teddyaboka,Kenya, president uhuru kenyatta has said if you are in my house at pm you cannot go home till am interpret this as you may bu
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",vinita_nigam,, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,RT @iamkarendavila: DOH’s simple rule for all. Once you have yourself tested for #covid19... self quarantine until results are out. Cong Er…,mjpa_jd,"Makati City, Philippines ", doh s simple rule for all once you have yourself tested for covid self quarantine until results are out cong er
,RT @thaispicytravel: So our wedding has been postponed for obvious reasons and we had 115 chocolate Lindt bunnies as wedding favours - time…,_nancymartin,Woking, so our wedding has been postponed for obvious reasons and we had chocolate lindt bunnies as wedding favours time
,The empty streets of Luanda after the lockdown. Photographed yesterday (Wednesday 25 March) by Couto Duarte Ferreir… https://t.co/EBy6AvtuEO,BradtAngola,Angola,the empty streets of luanda after the lockdown photographed yesterday wednesday march by couto duae ferreir
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",ka_hath,"Mangalore, India", as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,RT @ItsMoran_: Using Airtel line you can get all the information about the #COVID19 prevention measures from the ministry of health by just…,bennytothedj,Kenya, using aiel line you can get all the information about the covid prevention measures from the ministry of health by just
,"RT @tmprowell: HELP! I have a family member in Orange County, CA on a vent in critical condition for #COVID19. We are urgently seeking a pe…",arytniver,texas, help i have a family member in orange county ca on a vent in critical condition for covid we are urgently seeking a pe
,"RT @OccupySchagen: #Occupy: Coincidental ?

#Pandemic #Corona exercise by Johns Hopkins Center, World Economic Forum + the Bill &amp; Melinda G…",sofalabeira,, occupy coincidental pandemic corona exercise by johns hopkins center world economic forum the bill melinda g
,"@thehill Awww another person who went to #EpsteinIsland comes down with the #COVID19 

Interesting......

#PedoVirus",PabloCr46826101,Q island ,awww another person who went to epsteinisland comes down with the covid interesting pedovirus
,RT @ANCALERTS: Criminal cases readied vs Koko Pimentel for breaching #COVID19 quarantine https://t.co/GQMfKi7vmV,iajavin,, criminal cases readied vs koko pimentel for breaching covid quarantine
,"“This Is How Your Immune System Reacts to Coronavirus” by @SmithDanaG
https://t.co/GCxFqa2HMR #COVID19 https://t.co/oD9iB3UTL7",xiaoma,"San Francisco, CA",this is how your immune system reacts to coronavirus by covid
,"RT @paul__johnson: In 24 hours 405k people respond to call for volunteers

-What a contrast to this lot

#COVID19 https://t.co/et345EUyC7",johnrhpope,United Kingdom, johnson in hours k people respond to call for volunteers what a contrast to this lot covid
,"RT @UNinIndia: While mosquitoes may be pesky, there is NO evidence to date that they carry the new #coronavirus.

Don't spread rumors.

The…",onkarsidhu,ਰੋੜਾਂਵਾਲੀ⬅ਪਟਿਆਲ਼ਾ-147002, while mosquitoes may be pesky there is no evidence to date that they carry the new coronavirus don t spread rumors the
,RT @JoeNelder: My 39yr old sister has tested positive for Covid-19. Other than being 6months pregnant she was perfectly healthy. She has pn…,graham_goddard,Hampshire / Surrey UK, my yr old sister has tested positive for covid other than being months pregnant she was perfectly healthy she has pn
,"As an effort to limit the spread of #COVID19, our subsidiary, PT Agrowiratama, distributed disinfectant sprays to t… https://t.co/myBX0m2p52",Musimmas_Group,Singapore,as an effo to limit the spread of covid our subsidiary pt agrowiratama distributed disinfectant sprays to t
,"RT @nfranzme: Hey academics, wonder what to do after #corona?
I am looking for a Neuroimaging post-doc and PhD student interested in Alzhei…",kwadwo_orye,"Accra, Ghana", hey academics wonder what to do after corona i am looking for a neuroimaging post doc and phd student interested in alzhei
,"RT @NCDCgov: Five new cases of #COVID19 have been confirmed in Nigeria: 2 in FCT, 2 in Lagos &amp; 1 in Rivers

3 are returning travellers into…",Ibrahim74919768,, five new cases of covid have been confirmed in nigeria in fct in lagos in rivers are returning travellers into
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",arunkrchauhan,"Hyderabad, India", as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,"RT @MinofHealthUG: Can COVID-19 spread through mosquito bites? 
NO, it cannot.
#COVID19 is a respiratory virus spread when an infected pers…",CarolineBeryl,, can covid spread through mosquito bites no it cannot covid is a respiratory virus spread when an infected pers
,RT @VCSTX: #Soap and #bleach are two great allies for first cleaning and then disinfecting from #coronavirus. 🦠Take care and stay safe 💪🏽#h…,VCSTX,"Bruselas, Bélgica", soap and bleach are two great allies for first cleaning and then disinfecting from coronavirus take care and stay safe h
,"RT @capt_amarinder: Assuring everyone, particularly the Doctors &amp; health staff that there is no shortage of medical supplies (right from te…",Gurjitk02762651,"Punjab, 🇮🇳 ", amarinder assuring everyone paicularly the doctors health staff that there is no shoage of medical supplies right from te
,"Tune in to @ChannelNewsAsia now on TV, Facebook or YouTube for the DPM's delivery of the supplementary budget to ma… https://t.co/j9IOrIOrfq",sgbrands,Singapore,tune in to now on tv facebook or youtube for the dpm s delivery of the supplementary budget to ma
,"RT @NorthernComd_IA: #IndianArmy follows the basic principles of #SocialVaccine, #SocialDistance, #HandHygiene &amp; advisories to combat #COVI…",artitiw28087760,, ia indianarmy follows the basic principles of socialvaccine socialdistance handhygiene advisories to combat covi
,"RT @NCDCgov: Five new cases of #COVID19 have been confirmed in Nigeria: 2 in FCT, 2 in Lagos &amp; 1 in Rivers

3 are returning travellers into…",michaelnnumolu,, five new cases of covid have been confirmed in nigeria in fct in lagos in rivers are returning travellers into
,"RT @allkeyshop: @Allkeyshop join @globalgiving !  Fight the covid19 with the allkeyshop team

https://t.co/ld4c3oZ2Iy

#Allunitedagainstcov…",khalilmahersii,, join fight the covid with the allkeyshop team allunitedagainstcov
,RT @BoneyKapoor: I whole heartedly support this initiative and will surely contribute in these trying times to the daily wage earners. #COV…,jyothirmayah,Europe, i whole heaedly suppo this initiative and will surely contribute in these trying times to the daily wage earners cov
,"RT @HansenB_ECHA: In times of crisis, reliable information from authorities is key to safety. Follow @ECDC_EU, EU institutions and health a…",d_basic,Kragujevac Serbia, echa in times of crisis reliable information from authorities is key to safety follow eu eu institutions and health a
,"RT @rohanrgupta: 𝗕𝗝𝗣'𝘀 𝗿𝗲𝘀𝗽𝗼𝗻𝘀𝗲 𝘁𝗼 #Covid19:

𝗝𝗮𝗻𝘂𝗮𝗿𝘆: India doesn't need to worry

𝗙𝗲𝗯𝗿𝘂𝗮𝗿𝘆: India won't be affected

𝟭𝟳 𝗠𝗮𝗿𝗰𝗵: Blame Rahu…",Hanu_MegaPower,Hyderabad, covid india doesn t need to worry india won t be affected blame rahu
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",AbdulRe73996513,, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,"RT @BBCNewsnight: “The government should have given funding to existing ventilator manufacturers, and existing companies like us.”

Andrew…",dzNoah2012,, the government should have given funding to existing ventilator manufacturers and existing companies like us andrew
,"A new positive case of #COVID19 has been reported in #Delhi taking the tally to 36 patients, Chief Minister… https://t.co/59yWvIdaLe",ians_india,New Delhi,a new positive case of covid has been repoed in delhi taking the tally to patients chief minister
,"RT @Seattle2019nCov: This article has been circulating widely today -- for good reason. It's worth reading.

It's also long, so this thread…",FireFoxxxy,Cali, this aicle has been circulating widely today for good reason it s woh reading it s also long so this thread
,"RT @NCDCgov: Five new cases of #COVID19 have been confirmed in Nigeria: 2 in FCT, 2 in Lagos &amp; 1 in Rivers

3 are returning travellers into…",lammie_olamide,, five new cases of covid have been confirmed in nigeria in fct in lagos in rivers are returning travellers into
,@ravishndtv explaining why #kashmir clampdown shouldn’t be compared to #CoronavirusPandemic lockdown. Oppression ca… https://t.co/6Cwd2G1GcJ,HN_Malik,Kashmir ,explaining why kashmir clampdown shouldn t be compared to coronaviruspandemic lockdown oppression ca
,RT @teslabros: Just finished doing a small run of  @josefprusa face shield mask. We plan on producing 1000s of these for hospitals around t…,asuka2246,3/20 knotfestの現場で僕と握手🤝, just finished doing a small run of face shield mask we plan on producing s of these for hospitals around t
,@inklessPW @ezralevant @JohnTory @NBCNews #CoronavirusPandemic #TORONTO #COVID19 SPREADING,Guardian_Elite,Southern California,coronaviruspandemic toronto covid spreading
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",paragm06,Mumbai India, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,RT @VOCEDplus: We're #workingfromhome due to the #COVID19 outbreak but @NCVER's #VOCEDplus team can still help you with your research needs…,hwllen1,Broadmeadows, we re workingfromhome due to the covid outbreak but s vocedplus team can still help you with your research needs
,"RT @gbengasesan: With a pandemic raging, these are tough times! Kudos to institutions working to ensure human dignity isn't a casualty in o…",Adeborois,far above., with a pandemic raging these are tough times kudos to institutions working to ensure human dignity isn t a casualty in o
,#COVID19 is a no respecter of our differences. https://t.co/iYJesnHArT,UmmarFaruk_,"Zaria, Nigeria",covid is a no respecter of our differences
,RT @DerbyCA: If you need support during the #COVID19 crisis please call the helpline on 01332 640000 or email covidsupport@communityactiond…,NewsLinksNet,United States, if you need suppo during the covid crisis please call the helpline on or email covidsuppo
,13 Deaths in a Day: An ‘Apocalyptic’ Coronavirus Surge at an N.Y.C. Hospital - The New York Times… https://t.co/1wqLj5iOQJ,evankirstel,"Boston, MA",deaths in a day an apocalyptic coronavirus surge at an n y c hospital the new york times
,"RT @JoannaCannon: My cousin has passed away from #COVID19 .
I wouldn’t have posted, except to show how this virus is trespassing into all o…",Drahtesel_,"Sunderland, England", my cousin has passed away from covid i wouldn t have posted except to show how this virus is trespassing into all o
,RT @silv24: This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients arou…,MediaContacts_,, this is the face of someone who just spent hours in personal protective equipment moving critically ill covid patients arou
,RT @spaikin: .@JustinTrudeau's daily briefing: introducing a new Canada Emergency Response Benefit (replacing 2 others announced last week)…,srortiz87,Canada, s daily briefing introducing a new canada emergency response benefit replacing others announced last week
,RT @BBCWalesNews: It has half of Wales' #coronavirus cases - now one health board fears it's 'following Italy' as #Covid19 positive tests s…,BBCWales,🏴󠁧󠁢󠁷󠁬󠁳󠁿, it has half of wales coronavirus cases now one health board fears it s following italy as covid positive tests s
,"RT @PahlaviReza: While the people of Iran are struggling against #COVID19, the regime is embezzling international aid, selling needed suppl…",benyamin8284,"South San Francisco, CA", while the people of iran are struggling against covid the regime is embezzling international aid selling needed suppl
,"RT @SaniaNishtar: Through @RadioPakistan's live broadcast #Raabta today, I discussed the PM's multi-billion rupees economic relief package…",ShaheenHuss,, through s live broadcast raabta today i discussed the pm s multi billion rupees economic relief package
,"RT @rawemah: Make the smart and safe choice by using YellowBIRD Cabs to prevent the spread of #COVID19 
https://t.co/MaKr8rCdZ8
#togetherag…",Davistebu,Around, make the sma and safe choice by using yellowbird cabs to prevent the spread of covid togetherag
,"RT @RobinStanfill2: I am empty
There is Nothing within
A Hollow feeling deep within⚘
I hate the #COVID19 🌿🥀🕊🙏
~~~~~~~~~~~~~~~~~~~~~",BtcHugo,, i am empty there is nothing within a hollow feeling deep within i hate the covid
,RT @RanaAwdish: I had the absolute privilege of hearing firsthand from doctors in Wuhan China today and we have SO much to learn from them.…,SportzSeun,Kopend @ Anfield, i had the absolute privilege of hearing firsthand from doctors in wuhan china today and we have so much to learn from them
,RT @WenzelMichalski: #Philippines authorities should respect the basic rights of people detained for violating #COVID19 regulations. Police…,WhHartmann,Earth, philippines authorities should respect the basic rights of people detained for violating covid regulations police
,"RT @DSMeu: You have an #AI or #robotic solution that could contribute to in the fight against #COVID19? Share it with us.

We are launching…",Calcaware,"Austin, TX", you have an ai or robotic solution that could contribute to in the fight against covid share it with us we are launching
,"RT @ANI: We will launch a 'Door to Door Corona Survey' in Nagpur from 26 March, to check whether there're any clusters of #COVID19 patients…",mhtrhl,India , we will launch a door to door corona survey in nagpur from march to check whether there re any clusters of covid patients
,RT @Shantanu1009: This tweet was made by @WHO on 14 jan. Told the world that #COVID19 doesn't spread from human to human. By trusting @WHO…,PRITHABANIK,India, this tweet was made by on jan told the world that covid doesn t spread from human to human by trusting
,"RT @EdoZan: V I R U S = V _ R _ S

Only U and I can break the chain.

#COVID19 #CopyPaste",kokoshenn,91000, v i r u s v r s only u and i can break the chain covid copypaste
,"RT @vijayanpinarayi: No one will starve during this lockdown #COVID19 

Kerala has taken extensive measures to ensure that no one will star…",MRMujeeb_Qasmi,Matia Mahal. Old Delhi India, no one will starve during this lockdown covid kerala has taken extensive measures to ensure that no one will star
,"RT @LalitKu14634108: #Covid19
C- - - - China 
O- - - - Originated 
V- - - - -Virus 
I- - - - - -In 
D- - - - - December 
19- - - - 2019",DevaGuj69656570,, covid c china o originated v virus i in d december
,"RT @charlottehopk1n: Just to be clear it takes more than a ventilator to care and manage an unwell patient: staff 👩🏾‍⚕️🧑🏻‍⚕️👨🏾‍⚕️👨🏼‍⚕️, ICT…",madamsweetiepie,UK, just to be clear it takes more than a ventilator to care and manage an unwell patient staff ict
,"RT @_b_meyer: People meant to be responsible for the #COVID19 response in the US simply dropped the ball, popped it while doing so and subs…",edrybicki,"Cape Town, South Africa", b meyer people meant to be responsible for the covid response in the us simply dropped the ball popped it while doing so and subs
,"What? it is  #COVID19 !

I said to myself, I can't stay home because I promised Mama... and rumour has it that the… https://t.co/k1N1l01umj",ivieamadin,Nigeria,what it is covid i said to myself i can t stay home because i promised mama and rumour has it that the
,"RT @NCDCgov: Five new cases of #COVID19 have been confirmed in Nigeria: 2 in FCT, 2 in Lagos &amp; 1 in Rivers

3 are returning travellers into…",SahuraB,Nigeria, five new cases of covid have been confirmed in nigeria in fct in lagos in rivers are returning travellers into
,RT @yaletung: Day 18 after #COVID diagnosis. Similar cough. No fever or dyspnea. SpO2 97%. #POCUS update: slight worsening. Bilateral thick…,Nicolasisme,Earth, day after covid diagnosis similar cough no fever or dyspnea spo pocus update slight worsening bilateral thick
,"RT @NewIndianXpress: In a bid to boost the morale of the health personnel engaged in the fight against #COVID19 in Odisha, Chief Minister @…",Sud_TNIE,Koraput/Bhubaneswar, in a bid to boost the morale of the health personnel engaged in the fight against covid in odisha chief minister
,"RT @10NewsFirst: #EXCLUSIVE: Forget turning water into wine, a distillery on Sydney's Northern Beaches is turning alcohol into hand sanitis…",manlyspirits,"Brookvale, Sydney", exclusive forget turning water into wine a distillery on sydney s nohern beaches is turning alcohol into hand sanitis
,RT @JenBrockie: PLEASE SHARE : SBS has launched a new multilingual online portal on #COVID19 in 63 languages #covid19australia https://t.co…,greenvergewoman,Sydney, please share sbs has launched a new multilingual online poal on covid in languages covid australia
,"RT @EU_Health: #EUHealth Ministers to address shortages of pharmaceuticals &amp; medical devices in today's videoconference, following an invit…",LadyRaynbow,"Philomath, OR", health euhealth ministers to address shoages of pharmaceuticals medical devices in today s videoconference following an invit
,RT @BBhuttoZardari: It has been Pakistan Peoples Party’s position for some time that federal government must renegotiate its ruinous deal w…,KhadimHussainKK,, it has been pakistan peoples pay s position for some time that federal government must renegotiate its ruinous deal w
,RT @CGTNOfficial: Live: Wuhan's Leishenshan Hospital races against time to save more #COVID19 patients amid global pandemic https://t.co/3E…,lil_morak,Lagos Nigeria, live wuhan s leishenshan hospital races against time to save more covid patients amid global pandemic
,RT @DrHarjitBhatti: My mother is really worried bcz i am involved in management of  #COVID19 patients. Through @Twitter i want to assure al…,piyushbhola01,, my mother is really worried bcz i am involved in management of covid patients through i want to assure al
,RT @DerbyCA: If you need support during the #COVID19 crisis please call the helpline on 01332 640000 or email covidsupport@communityactiond…,TheFHECompany,"Derby, England", if you need suppo during the covid crisis please call the helpline on or email covidsuppo
,RT @globaltimesnews: Beijing is to pass regulations that prohibit hunting and consumption of wild animals. It also plans to establish wildl…,vanalich,, beijing is to pass regulations that prohibit hunting and consumption of wild animals it also plans to establish wildl
,"RT @Sujan_Speak: To fight #COVID19, Rs 15k crores earmarked for India/135 cr population by @narendramodi, Rs 0.2k crores for #WB/9 cr by @M…",AvanishKumarSfi,samastipur, speak to fight covid rs k crores earmarked for india cr population by rs k crores for wb cr by
,"RT @NCDCgov: Five new cases of #COVID19 have been confirmed in Nigeria: 2 in FCT, 2 in Lagos &amp; 1 in Rivers

3 are returning travellers into…",lex_nwandu,"Lagos,Nigeria", five new cases of covid have been confirmed in nigeria in fct in lagos in rivers are returning travellers into
,RT @ANI: Asking people to stay at home &amp; shutting down population movement is buying time &amp; reducing the pressure on health systems. But on…,I___PREM,, asking people to stay at home shutting down population movement is buying time reducing the pressure on health systems but on
,"RT @ANCALERTS: READ: S&amp;R confirmed that Sen. Koko Pimentel, who later turned out positive for #COVID19, visited its Bonifacio Global City b…",keyayenjii,"film, pizza, and u", read s r confirmed that sen koko pimentel who later turned out positive for covid visited its bonifacio global city b
,RT @KateChedgzoy: Thank you @UniofNewcastle:  no strike deductions for the foreseeable future b/c of staff goodwill &amp; commitment. When mana…,stugilfillan,"Edinburgh, Scotland", thank you no strike deductions for the foreseeable future b c of staff goodwill commitment when mana
,"RT @sccoopstreatham: Good morning. Please #StayAtHome today. Please don't use the #RookeryGardens for boot camps &amp; circuit training, it's n…",Brockwell_Hall,"Brockwell Park, London SE24", good morning please stayathome today please don t use the rookerygardens for boot camps circuit training it s n
,"RT @priyagupta999: Once we overcome the #Corona crisis, the World &amp; all his Critics Will realise that @narendramodi ji is the ‘Best Living…",Ratnadeepsharm4,Assam, once we overcome the corona crisis the world all his critics will realise that ji is the best living
,"!! Say No To Corona !!
Stay At Home, Stay Safe and Stay Healthy

#Covid19 #CoronaVirus #StayAtHome #StaySafe… https://t.co/GuCyoF0ART",JantaXRayClinic,"4A/16, Tilak Nagar, New Delhi",say no to corona stay at home stay safe and stay healthy covid coronavirus stayathome staysafe
,"RT @LMKMovieManiac: Extremely generous donations from #Powerstar @PawanKalyan garu - @JanaSenaParty, towards #Corona #COVID19 relief 👌👏

-…",NameisGovardhan,palacole, extremely generous donations from powerstar garu towards corona covid relief
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",sabathenomad,on a flying carpet, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
"{'type': 'Point', 'coordinates': [19.13388, 72.83763]}",Be at home.. stay alive.. lets fight out #corona #coronamemes @ Where Eagles Dare Entertainment Pvt. Ltd. https://t.co/Ihhxn8D5qF,ChitreSuraj,"अंधेरी पश्चिम, मुंबई",be at home stay alive lets fight out corona coronamemes where eagles dare enteainment pvt ltd
,"RT @rachelbovard: Good news everyone, the Senate's bill still has $25 million for the Kennedy Center. What a relief to the small businesses…",LinaCovfefe,north of #KatesWall-NOT Russia, good news everyone the senate s bill still has million for the kennedy center what a relief to the small businesses
,"ถ้าฉันเป็นริฮานน่า
If I were @Rihanna. I’m gonna say that to everyone. Please!
#QuarantineLife #COVID19 https://t.co/JMdP0BQcRe",NightPhoomin,"Bangkok, Thailand",if i were i m gonna say that to everyone please quarantinelife covid
,"Let's Fight #COVID19 Creatively!

Circles are being drwan in white paint outside outlets in Puri &amp; people are stand… https://t.co/53t62iXolg",DebasisJourno,"Bhubaneshwar, India",let s fight covid creatively circles are being drwan in white paint outside outlets in puri people are stand
,"RT @tehseenp: I beg to differ Ranu. Hona'ble @PMOIndia was AWARE the 1st case of #COVID2019 hit India END JAN. Until the 1st week of March,…",InvestMENA,dUbAi, i beg to differ ranu hona ble was aware the st case of covid hit india end jan until the st week of march
,RT @DouglasMesqita: Follow the daily evolution in the number of COVID-19 cases in this nice bar chart race: https://t.co/Xgob5A1LhK #rstats…,RodrigoSolve,, follow the daily evolution in the number of covid cases in this nice bar cha race rstats
,"RT @thaispicytravel: Just in case anyone is (rightly) concerned about the bunny wellbeing after the #wedding, don't worry we sent them to s…",IPKKNDRuwizz90,"LA , London , New York", just in case anyone is rightly concerned about the bunny wellbeing after the wedding don t worry we sent them to s
,"RT @rifatabdullahh: @IndiaToday has restored 4G in J&amp;K from Delhi, but not working in J&amp;K. May be stuck at the borders or Airports bcz Airp…",NumanWarsi,, has restored g in j k from delhi but not working in j k may be stuck at the borders or airpos bcz airp
,"RT @SrBachchan: T 3478 - Marine Drive, Mumbai this morning .. this is what National discipline means .. JAI HIND 🇮🇳 !!

#JanataCurfew #Indi…",shreya22222,, t marine drive mumbai this morning this is what national discipline means jai hind janatacurfew indi
,RT @kathygriffin: He’s lying. I was sent to the #COVID19 isolation ward room in a major hospital ER from a separate urgent care facility af…,madmissmattie,, he s lying i was sent to the covid isolation ward room in a major hospital er from a separate urgent care facility af
,"Second #coronavirus death in Karnataka; #COVID19 test result of elderly woman who died on Wednesday is positive: Minister 

News Agency PTI",BiIndia,"New Delhi, India",second coronavirus death in karnataka covid test result of elderly woman who died on wednesday is positive minister news agency pti
