geo,tweet,user_handle,location,cleaned_tweets
,RT @eESsaarh: I absolutely hate that my chances of survival during this period are inextricably linked to other people having common sense…,atolaniie,"Lagos, Nigeria", i absolutely hate that my chances of survival during this period are inextricably linked to other people having common sense
,"RT @NCDCgov: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases are returning…",IAM_FORLAR,Nigeria, four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases are returning
,"RT @emanuelecisbani: #ITALY #COVID19 
#coronavirus #CoronaVirusitaly 
No. of Hospitalized People - why?
https://t.co/pRtA0080Dd",D_Casd,, italy covid coronavirus coronavirusitaly no of hospitalized people why
,"RT @LOLJ919: Welcome to #Trump Reality Show of Incompetence &amp; Deceit

1-#COVID19 Dem Hoax-Tests Declined
2-Trump sez Totally Under Control…",Ryan_holt91,"Minnesota, USA", welcome to trump reality show of incompetence deceit covid dem hoax tests declined trump sez totally under control
,"RT @paul__johnson: Pandemic - giants of business react:
-Keep my pubs open 
-Keep my stores open
-Hard luck: you’re on unpaid leave
-Hard l…",Spence74435416,, johnson pandemic giants of business react keep my pubs open keep my stores open hard luck you re on unpaid leave hard l
,RT @WilliamYang120: Latest on #COVID19 - There are now 382008 confirmed cases and 16558 deaths worldwide.,ariffood,"Maharashtra, India", latest on covid there are now confirmed cases and deaths worldwide
,"RT @EBNursingBMJ: New blog by @NHSPauline ""The hidden issue of nurse suicide"" https://t.co/tS5oqroL2h - please read and retweet, we need to…",Gode_fridus,, new blog by the hidden issue of nurse suicide please read and retweet we need to
,RT @MalcolmNance: We are in severe danger here. Trump has lost his goddamn mind. He is ready to declare #COVID19 as a small “geographical”…,irvgotti6716,, we are in severe danger here trump has lost his goddamn mind he is ready to declare covid as a small geographical
,"RT @TelanganaCMO: Government of Telangana notifiedlockdown in the entire State with immediate effect till 31stMarch, 2020 prescribing cer…",sitahyderabadi,"Hyderabad, Telangana", government of telangana notified lockdown in the entire state with immediate effect till st march prescribing cer
,"RT @BashirAhmaad: As at 11:00pm on the 23rd of March, there are 40 confirmed cases of #COVID19 in Nigeria. 2 have been discharged with 1 de…",josmuyi704,Nigeria, as at pm on the rd of march there are confirmed cases of covid in nigeria have been discharged with de
,"RT @ANI: Delhi: Delhi Police clears the protest site in Shaheen Bagh area, amid complete lockdown in the national capital, in wake of #COVI…",Aham_Sunny_Asmi,The Land of 🔯🕉️क्षत्रिय🕉️🔯, delhi delhi police clears the protest site in shaheen bagh area amid complete lockdown in the national capital in wake of covi
,"RT @IndiaToday: People must stay indoors for next two weeks if India has to win this war against #corona: Dr Arvind Kumar, Sri Ganga Ram ho…",sahana2802,"Mumbai, India", people must stay indoors for next two weeks if india has to win this war against corona dr arvind kumar sri ganga ram ho
,@natsturner @rich_roth The fatality rate for those over 70 might be skewed by early data from Seattle LTC (35 death… https://t.co/9U0s7OiiEC,Cascadia,Cascade foothills in PNW,roth the fatality rate for those over might be skewed by early data from seattle ltc death
,RT @Vijayabaskarofl: #UPDATE:Last evening the Executive Vice Chairperson of  Apollo hospitals Ms.Preetha Reddy met with me &amp; health officia…,Narenbalakrish,, update last evening the executive vice chairperson of apollo hospitals ms preetha reddy met with me health officia
,"RT @ImmigrationMV: Travel advisory to #Maldives regarding #COVID19.

The latest update was on the travel from Bangladesh.

As this informat…",Mabrook_MV,"Selangor, Malaysia", travel advisory to maldives regarding covid the latest update was on the travel from bangladesh as this informat
,RT @bradshaaaw: Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employ…,merakiapes,"Dunder Mifflin, USA ", yesterday i knocked on my tennant s door and told him he can stay in the propey rent free for months he is self employ
,"RT @ANI: 2 #COVID19 positive cases in Bihar till now,both from Patna. One died due to renal failure. One of family members of 2nd positive…",suryalisestoon,"Chennai, India", covid positive cases in bihar till now both from patna one died due to renal failure one of family members of nd positive
,Once again Donald Trump is more worried about his stock portfolio and upsetting the 'old boys club' than leading hi… https://t.co/yxaJHsb5oL,ClaireCardwell,South Africa,once again donald trump is more worried about his stock pofolio and upsetting the old boys club than leading hi
,"RT @protectheflames: ""I stopped him and said, 'Look, this isn't a movie. You are not Will Smith in I Am Legend. Go home.""
This is the updat…",nigelpanganiban,, i stopped him and said look this isn t a movie you are not will smith in i am legend go home this is the updat
,"RT @victorliew: #COVID19 #Malaysia Urgent Please RT
Someone’s nephew just tested positive. He was on this flight. If u know anyone on this…",lalattelover,Penang, covid malaysia urgent please  someone s nephew just tested positive he was on this flight if u know anyone on this
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",mrichards724,"Plymouth, WI", a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @hkumed: Q: What is a “false negative”?   

A: The incubation period of #SARS-CoV-2 can be long, and viral shedding may only occur after…",Omo_Washani,, q what is a false negative a the incubation period of sars cov can be long and viral shedding may only occur after
,"RT @TundeTASH: Iran has the highest number of Coronavirus recoveries after China. Something we wish Italy has.

Quite commendable looking a…",Ewarezi_,, iran has the highest number of coronavirus recoveries after china something we wish italy has quite commendable looking a
,"RT @4FreedominIran: 1⃣0⃣5⃣0⃣0⃣
Death toll from #COVID19 is no passed 10 thousand border line with no reaction from the Iranian regime. Yet,…",AhmadAghababa,"Berkeley, CA", death toll from covid is no passed thousand border line with no reaction from the iranian regime yet
,"RT @semfyc_int: The importance of owning a strong tool such as #PrimaryCare to face the coronavirus pandemic: 

How to develop its full pot…",PilarAstier,, int the impoance of owning a strong tool such as primarycare to face the coronavirus pandemic how to develop its full pot
,"RT @UKGovWales: During the coronavirus pandemic, people should avoid travelling unless it is essential. This means you should avoid visitin…",DaveSau19811995,Newcastle, during the coronavirus pandemic people should avoid travelling unless it is essential this means you should avoid visitin
,"RT @globaltimesnews: Latest update on #COVID19 around the world:

🇮🇹Italy: 63,927 confirmed, 6,077 deaths

🇺🇸US: 46,332 confirmed, 565 deat…",lil_tadros,kano, latest update on covid around the world italy confirmed deaths us confirmed deat
,I wish people who sponsored Boko Haram would die of this virus 🦠 #COVID19 #COVIDIDIOTS,_Naughty_Nurse,Where money is,i wish people who sponsored boko haram would die of this virus covid covididiots
,"RT @Basseymoh: 5 DAYS TO GO!!!!!
Christians All Over the World pray Along With Nigerian Based Clergyman TB Joshua, As They Continue to Coun…",scomeodammycee,, days to go christians all over the world pray along with nigerian based clergyman tb joshua as they continue to coun
,RT @protectheflames: You asked for more Italian Mayors losing their shit at people breaking quarantine. I'm delivering. Here's two more may…,Sailor_Isabel,, you asked for more italian mayors losing their shit at people breaking quarantine i m delivering here s two more may
,"RT @DrEricDing: Italy 🇮🇹 is bending the arc and rounding the corner hopefully. For 2nd consecutive day, new #COVID19 cases lower than day b…",elbaum,"Modiin, Israel", italy is bending the arc and rounding the corner hopefully for nd consecutive day new covid cases lower than day b
,"RT @JerioVinnie: In #Turkey, people have started to leave food packets on the road for the poor and the needy who cannot earn due to #COVID…",PremVenkat3,, in turkey people have staed to leave food packets on the road for the poor and the needy who cannot earn due to covid
,"RT @NCDCgov: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases are returning…",mhz_chini,, four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases are returning
,RT @TNDeptofHealth: The response to #COVID19 is truly a team effort. We want to publicly thank the amazing student volunteers at the @Belmo…,ashleylanaux,Nashville, the response to covid is truly a team effo we want to publicly thank the amazing student volunteers at the
,"RT @antonioguterres: Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on…",kwame_agyei,Ghana Accra Dc, today i am calling for an immediate global ceasefire in all corners of the world it is time to put armed conflict on
,"RT @UNICEF_Pakistan: To Prevent #COVID19

👊🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👇🏿👊🏿
👉🏿👍🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👍🏾👈🏿
👉🏿👉🏾👍🏽👇🏽👇🏽👇🏽👇🏽👇🏽👍🏽👈🏾👈🏿
👉🏿👉🏾👉🏽👍🏼👇🏼👇🏼👇🏼👍🏼👈🏽👈🏾👈🏿
👉🏿👉🏾…",CatherineWeibel,None, pakistan to prevent covid
,"RT @TakaTina1: 🎴 ATT ALL.

Do not accept masks offered to you by strangers in public, shopping malls or traffic lights, they have a chemica…",EulenderEully,City of Lights ☀, att all do not accept masks offered to you by strangers in public shopping malls or traffic lights they have a chemica
,RT @sarahcrgr: 7-Eleven store in downtown Calgary temporarily closed after worker tests positive for #COVID19 https://t.co/tXcXC6Tffn #yyc,July769,"Calgary, AB", eleven store in downtown calgary temporarily closed after worker tests positive for covid yyc
,"RT @drharshvardhan: #SocialDistancing must become a habit !

It is the simplest way to prevent infection &amp; decrease the spread, morbidity &amp;…",Vikramshahi12,खटीमा ऊधम सिंह नगर Nainital, socialdistancing must become a habit it is the simplest way to prevent infection decrease the spread morbidity
,In the midst of great pandemic #covid19 we request @CMOGuj @imBhupendrasinh to consider a small request of promotin… https://t.co/y9XiZ6cLU9,PiyushSinghTh11,"Khodiar Nagar, Ahmadabad City",in the midst of great pandemic covid we request to consider a small request of promotin
,"RT @kamaalrkhan: My dear Indian Muslims, Abhi Bhi Time Hai Sudhar Jaao! Ur all theories about #coronavirus are 100% wrong. Muslim countries…",Shivraj0102,Bangalore, my dear indian muslims abhi bhi time hai sudhar jaao ur all theories about coronavirus are wrong muslim countries
,RT @KanchanGupta: After #ShaheenBagh was cleared #Islamist jamaat was out in full force. Rest of #Delhi remains under strict #lockdown Some…,medhparth,New Delhi, after shaheenbagh was cleared islamist jamaat was out in full force rest of delhi remains under strict lockdown some
,RT @nsdesign: More #COVID19 scams...  this one being sent by text message...  be careful everyone..  😡... https://t.co/VWYWxG61KZ,OjuadeKazeem,, more covid scams this one being sent by text message be careful everyone
,RT @protectheflames: My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an e…,moonchi53832056,, my new favourite thing is italian mayors and regional presidents losing it at people violating quarantine here s an e
,"RT @AdrianDCChan: ""I wish it need not have happened in my time,"" said Frodo.

""So do I,"" said Gandalf, ""and so do all who live to see such…",LogicalAnalysis,"Amherst, Massachusetts", i wish it need not have happened in my time said frodo so do i said gandalf and so do all who live to see such
,"RT @MoHFW_INDIA: #IndiaFightsCorona 

Everyone need not wear a mask. 
Know, when and how to wear a mask!

#COVID19 #CoronaOutbreak #HealthF…",Mathu_sr,India, india indiafightscorona everyone need not wear a mask know when and how to wear a mask covid coronaoutbreak healthf
,"I am already seeing a rise in click and collect options, and am excited about the potential for form-based readers… https://t.co/ZsVTCF5CAA",wateryone,Sydney,i am already seeing a rise in click and collect options and am excited about the potential for form based readers
,"RT @Craig_A_Spencer: Thank you everyone for your incredible messages of support and encouragement.♥️

Many of you asked what it was like in…",zen_monster1,United States, a spencer thank you everyone for your incredible messages of suppo and encouragement many of you asked what it was like in
,"RT @joepike: BREAK: @BorisJohnson announces limits on people leaving their homes.
Only 4 reasons you should do so:

-Shopping for basic nec…",Dales_Starman,Skipton, break announces limits on people leaving their homes only reasons you should do so shopping for basic nec
,RT @_lokeshsharma: Please Listen to the doctors in this video..#COVID19 #StayHomeStaySafe https://t.co/Z9B2GzhC8m,RealDevAnand,"Nagaur, Rajasthan, India", lokeshsharma please listen to the doctors in this video covid stayhomestaysafe
,"You are afraid. But more than that you crave meaning and this means, above all, that you don’t have it. You crave s… https://t.co/gf6MvJNBu5",codyjmatthews,"High Point, NC",you are afraid but more than that you crave meaning and this means above all that you don t have it you crave s
,"#Covid19 is at a breakout point, with glaring signs of the virus having slipped out of the state's muzzle. India is… https://t.co/gI8f20ZTd0",VOAStevenson,Washington DC,covid is at a breakout point with glaring signs of the virus having slipped out of the state s muzzle india is
,"Trump in panick mode as he can not decide to slow down his beautiful economy for necessary fight against corona.

L… https://t.co/Xl7cmMSX1g",Bill_A__Bong,,trump in panick mode as he can not decide to slow down his beautiful economy for necessary fight against corona l
,#ILOCOOP100 Launch was marked by challenges faced by #coops around the world in these unprecedented times #COVID19… https://t.co/xEtjWkkjRc,ICAAPAC,"New Delhi, India",ilocoop launch was marked by challenges faced by coops around the world in these unprecedented times covid
,*Former J&amp;K CM Omar Abdullah to be released today from sub jail Hari-Niwas in Srinagar.Omar Sahab plz dont shake ha… https://t.co/vno5afGZTn,gulistan_riyaz,Srinagar Jammu And Kashmir..,former j k cm omar abdullah to be released today from sub jail hari niwas in srinagar omar sahab plz dont shake ha
,RT @JavedNLaghari: Large scale Fumigation &amp; Senatization at #Sukkur. Sindh Govt &amp; Mayor Sukkur is doing superb job in emergency situation o…,Khaskhel_Aijaz,"Tando Allahyar, Pakistan", large scale fumigation senatization at sukkur sindh govt mayor sukkur is doing superb job in emergency situation o
,"RT @DrTedros: During these hard times with #COVID19, children are putting a smile in our faces and bringing us together! Let's take their l…",18DianneM,, during these hard times with covid children are putting a smile in our faces and bringing us together let s take their l
,"RT @miswaquafresh: This is how police in Pakistan and dealing with people who are ignoring the #COVID19 curfew😂

https://t.co/nkymEfvwe9",_pichaaaaaa,, this is how police in pakistan and dealing with people who are ignoring the covid curfew
,"RT @nsenigeria: Earlier today, we activated a remote working plan for our employees excluding essential staff effective March 24, 2020; and…",sunansammy,Lagos Nigeria, earlier today we activated a remote working plan for our employees excluding essential staff effective march and
,"RT @FactFisching: #heros #COVID19 

People without homes or relying on public services are disproportionately affected by this. 

Donate ££…",dile_o,London, heros covid people without homes or relying on public services are dispropoionately affected by this donate
,RT @UN: WATCH LIVE: @antonioguterres calls for a global ceasefire amid #COVID19 crisis. https://t.co/OQx71vvGmB,PravinS0706,India, watch live calls for a global ceasefire amid covid crisis
,"RT @MumbaiMirror: #COVID19: Amid #MaharashtraLockdown, people throng Dadar vegetable market. 
Follow #CoronavirusOutbreak #LiveUpdates, her…",BNN_Breaking,England, covid amid maharashtralockdown people throng dadar vegetable market follow coronavirusoutbreak liveupdates her
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",iamskv8,"Nagpur, India", explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,"RT @PiyushGoyal: 🏥WHO backs India to take aggressive action against #COVID19

""Through its targeted public health interaction, India ended…",KunalSolanki142,"Maharashtra, India", who backs india to take aggressive action against covid through its targeted public health interaction india ended
,"RT @HashemGhaili: #Coronavirus Updates (23 March, 2020)

- Grandmother Recovers: https://t.co/AnuaYCAzAi
- Wuhan: https://t.co/e5LbfwWdU1
-…",MrJames_Jones,, coronavirus updates march grandmother recovers wuhan
,"RT @mattgaetz: .@KatieHill4CA gets run out of Congress for screwing a campaign staffer absent any complaint.

@SenatorBurr stays as Intelli…",Ahime_angel,Mexico, gets run out of congress for screwing a campaign staffer absent any complaint stays as intelli
,"RT @ANI: Delhi: Huge crowd seen at a vegetable market in Daryaganj, amid lockdown in the national capital. #COVID19 https://t.co/TgkdGfciaB",MamtaTaneja5,, delhi huge crowd seen at a vegetable market in daryaganj amid lockdown in the national capital covid
,"RT @MartinVetterli: Cooperation tips in times of #COVID19: don't hoard drinks (or bandwidth) - If your ‘’remote apéro’’ has wobbly video, r…",ReynaudThomas13,"Echandens, Suisse", cooperation tips in times of covid don t hoard drinks or bandwidth if your remote ap ro has wobbly video r
,"All I wanted was to go on my trip, but now I have to cancel everything and I can’t travel until further notice.… https://t.co/cLc0MSvQtA",Jessica_cuteee,,all i wanted was to go on my trip but now i have to cancel everything and i can t travel until fuher notice
,"RT @GidMK: Since everyone's decided that they are an epidemiologist because of coronavirus, I thought I'd put together some basic advice to…",erikalangham,"Cairns, Queensland", since everyone s decided that they are an epidemiologist because of coronavirus i thought i d put together some basic advice to
,"Brilliant!
#coronavirus
#Corona
Brilliant!
The Pune-based molecular diagnostics company Mylab has developed first m… https://t.co/6QHAONtvD5",InderjitkaurALS,Mumbai ,brilliant coronavirus corona brilliant the pune based molecular diagnostics company mylab has developed first m
,RT @ChowdharySaima: #OmarAbdullah After being in custody fr 232 days has finally been set free but there r many detainees jailed for no rea…,ShahidIrfat,Jammu And Kashmir 🍁, omarabdullah after being in custody fr days has finally been set free but there r many detainees jailed for no rea
,RT @MemphoNewsLady: FYI: 30% of those tested for #COVID19 in South Korea reported losing their sense of smell.,_ramsrams,, fyi of those tested for covid in south korea repoed losing their sense of smell
,"RT @vijayanpinarayi: Explaining #COVID19 To Children 

It's important children understand the risks. But don't instill fear. 

🚸 Ensure the…",shivaas_twitz,"Chennai, India", explaining covid to children it s impoant children understand the risks but don t instill fear ensure the
,Any businesses should call the number below ⬇️⬇️⬇️ And I’d love to interview business owners who are donating! Feel… https://t.co/UcLTJa8SWy,BridgetChavezTV,"Reno, NV",any businesses should call the number below and i d love to interview business owners who are donating feel
,RT @ashokgehlot51: We are committed to ensure safety of all in the state in our fight against #COVID19. I urge all to follow the guidelines…,PriyaNa72612281,, we are committed to ensure safety of all in the state in our fight against covid i urge all to follow the guidelines
,"RT @mohapuae: 45 new COVID-19 cases, three recoveries confirmed in the UAE
#coronavirus
#covid19
#mohap_uae https://t.co/cQQl8zo6Tz",humeyesu,, new covid cases three recoveries confirmed in the uae coronavirus covid mohap uae
,#Trump wants to fan the flames of #COVID19 throughout the country. Potentially killing millions. In the #UK… https://t.co/choBzC4zmU,njameel9,"London, DC, NYC, Nairobi",trump wants to fan the flames of covid throughout the country potentially killing millions in the uk
,"RT @jidesanwoolu: Dear Lagosians, let us stay safe by adhering strictly to the instructions and directives given. 

We must all #TakeRespon…",DonnieAntonio,"Abuja, Nigeria.", dear lagosians let us stay safe by adhering strictly to the instructions and directives given we must all takerespon
,RT @ANI: Jammu and Kashmir government to convert 11 major hospitals into #COVID-19 sanatorium to treat suspected patients. Govt to convert…,TheBibliotica,, jammu and kashmir government to conve major hospitals into covid sanatorium to treat suspected patients govt to conve
,RT @ABSCBNNews: JUST IN: Philippine Heart Association’s former president Dr. Raul Jara passed away after losing the battle against #COVID19…,ncl_flmr26,Republic of the Philippines, just in philippine hea association s former president dr raul jara passed away after losing the battle against covid
,RT @pressfreedom: “China does not seem to have learned the clear lesson that bottling up the truth about a spreading illness will only make…,PsycheWS,Hong Kong, china does not seem to have learned the clear lesson that bottling up the truth about a spreading illness will only make
,RT @protectheflames: You asked for more Italian Mayors losing their shit at people breaking quarantine. I'm delivering. Here's two more may…,JacquesBriet,Belgium, you asked for more italian mayors losing their shit at people breaking quarantine i m delivering here s two more may
,"RT @ANI: #WATCH Delhi Police makes use of drone near Jamia Millia Islamia (JMI) protest site to monitor the situation in the area, amid com…",fight4URIndia,Bangalore, watch delhi police makes use of drone near jamia millia islamia jmi protest site to monitor the situation in the area amid com
,RT @ANI: India like China is hugely populated&amp;future of #COVID19 to greater extent will be determined by what happens in densely populated…,AshwalaAjay,, india like china is hugely populated future of covid to greater extent will be determined by what happens in densely populated
,"RT @antonioguterres: Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on…",syedkhurram1472,"Doha, Qatar", today i am calling for an immediate global ceasefire in all corners of the world it is time to put armed conflict on
,"Night 2 of salt lake being empty last week. I hope the whole world can pack the streets soon!! .
.
.
.
.
#covid19… https://t.co/yI4G3OlptK",Am_garcia88,United States,night of salt lake being empty last week i hope the whole world can pack the streets soon covid
,RT @Polandin_com: A group of #Polish #engineers and #designers from the company Urbicum developed the first Polish 3D printed life-saving #…,GochaTom,Polska, com a group of polish engineers and designers from the company urbicum developed the first polish d printed life saving
,RT @CMichaelGibson: Case report of #COVID19 fulminant #myocarditis in a 37 year old successfully treated  with glucocorticoid and human imm…,DennisKatinas,, case repo of covid fulminant myocarditis in a year old successfully treated with glucocoicoid and human imm
,RT @wef: People with mild or no symptoms could be spreading #covid19 #coronavirus https://t.co/LrkwNdj8Gb https://t.co/jzBMzXxhGv,A_AyoubM,Dubai, people with mild or no symptoms could be spreading covid coronavirus
,So glad we pre-ordered @disneyplus! 😍 #COVID19,honeybeefive,,so glad we pre ordered covid
,"RT @CherylPoldrugac: So. Very. True.  Now what are you going to say? 
#COVID #WorkFromHome #Memes https://t.co/yvMHCHUm0b",Da17yMeme,, so very true now what are you going to say covid workfromhome memes
,"RT @BashirAhmaad: As at 11:00pm on the 23rd of March, there are 40 confirmed cases of #COVID19 in Nigeria. 2 have been discharged with 1 de…",AlibashAikawa,"Kano, Nigeria", as at pm on the rd of march there are confirmed cases of covid in nigeria have been discharged with de
,"RT @antonioguterres: Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on…",ogaddy1,, today i am calling for an immediate global ceasefire in all corners of the world it is time to put armed conflict on
,"RT @choo_ek: Please, all of Twitter, do your part by deleting tweets about #COVID19 with inaccurate or misleading information. Especially i…",coolgrey,Ohlone Land, ek please all of twitter do your pa by deleting tweets about covid with inaccurate or misleading information especially i
,"RT @ANI: Delhi: Huge crowd seen at a vegetable market in Daryaganj, amid lockdown in the national capital. #COVID19 https://t.co/TgkdGfciaB",SaryuBansal,Wonderland, delhi huge crowd seen at a vegetable market in daryaganj amid lockdown in the national capital covid
,RT @Vijayabaskarofl: #UPDATE:Last evening the Executive Vice Chairperson of  Apollo hospitals Ms.Preetha Reddy met with me &amp; health officia…,SParthaSarathi7,, update last evening the executive vice chairperson of apollo hospitals ms preetha reddy met with me health officia
,RT @thisisinsider: Patients who've been quarantined share what it is like to have #COVID19 https://t.co/wkNaROYynp,Okunrin_Mesan,"New Jersey, USA", patients who ve been quarantined share what it is like to have covid
,"RT @NCDCgov: Four new cases of #COVID19 have been confirmed in Nigeria. 3 are in Lagos State and 1 in FCT

Two of these cases are returning…",artofstyle_ng,mILky wAY, four new cases of covid have been confirmed in nigeria are in lagos state and in fct two of these cases are returning
,"RT @abhijitpawarapg: We are facing a crisis like never before. The healthcare sectors, governments, media, police &amp; other essential service…",jayantmahajan7,"Pune, India", we are facing a crisis like never before the healthcare sectors governments media police other essential service
,RT @ANI: India like China is hugely populated&amp;future of #COVID19 to greater extent will be determined by what happens in densely populated…,faizan_ahmad_9,"New Delhi,India", india like china is hugely populated future of covid to greater extent will be determined by what happens in densely populated
,RT @Mngk: @kr3at @jurylady5 Why wasn't the ship disinfected immediately? Why 17 days later? Ppl are going to learn that cleaning a surface…,jurylady5,Southern hemisphere, why wasn t the ship disinfected immediately why days later ppl are going to learn that cleaning a surface
,"RT @AkashvaniAIR: Not all heroes wear capes, some wear Scrubs, Masks &amp; Stethoscopes. 

#StayHome for the women &amp; men leading the fight agai…",AIRPatna,, not all heroes wear capes some wear scrubs masks stethoscopes stayhome for the women men leading the fight agai
,This is how I feel looking at the toilet roll holder after every shit. #lockdown #COVID19 #DisneyPlus #DisneyPlusUK https://t.co/IGbM4FrWVl,MattWhatton,| Birmingham |,this is how i feel looking at the toilet roll holder after every shit lockdown covid disneyplus disneyplusuk
,"RT @DrLeanaWen: .@realdonaldtrump just said: ""if it were up to the doctors, they'd shut down the entire world."" Actually, if it were up to…",AakashMathai,, just said if it were up to the doctors they d shut down the entire world actually if it were up to
,"RT @PiyushGoyal: 🏥WHO backs India to take aggressive action against #COVID19

""Through its targeted public health interaction, India ended…",thakur_deekshaa,India, who backs india to take aggressive action against covid through its targeted public health interaction india ended
,@MichaelWestBiz @RonniSalt my wife started her shift at a major regional hospital this afternoon. Do we think this… https://t.co/J34F26sedF,TCGgeelong,"Grovedale, Geelong",my wife staed her shift at a major regional hospital this afternoon do we think this
,PM @narendramodi will address the Nation on #COVID19 TONIGHT at 8 PM on @DDNational &amp; Live-Stream on… https://t.co/J6qohO4HVK,DDNational,New Delhi,pm will address the nation on covid tonight at pm on live stream on
,"RT @Vijayabaskarofl: #COVID19 TN Stats 23.3.20 :        
Screened Passengers- 2,09,035
Under Followup - 12,519
Beds in Isolation wards- 926…",JosephK47277149,, covid tn stats screened passengers under followup beds in isolation wards
,"RT @Muhahami: #CoronaVirusUpdates
Rwanda has confirmed 17 new #COVID19 cases bringing total Number in that County to 36.
What's worrying is…",pjames870,, coronavirusupdates rwanda has confirmed new covid cases bringing total number in that county to what s worrying is
,"RT @ose_anenih: In Germany, on the 9th of March, it was reported that the country had 1,150 confirmed #COVID19 cases.

That same day, Abba…",SamuelC88539389,Anambra, anenih in germany on the th of march it was repoed that the country had confirmed covid cases that same day abba
,"RT @DDNational: PLEASE RETWEET -
Valuable information on #COVID19 in sign language. 
#IndiaFightsCorona #CoronaVirus #COVID2019 #COVID19 #c…",Kuldeep03761672,, please retweet valuable information on covid in sign language indiafightscorona coronavirus covid covid c
,"RT @SuMoh7: New Mexico governor issues statewide stay-at-home order
https://t.co/5uPO9671zs

Kudos to #NewMexico - 18 days is a great start…",AngelaKrebs444,"Las Vegas, NV", new mexico governor issues statewide stay at home order kudos to newmexico days is a great sta
,"RT @DrLeanaWen: .@realdonaldtrump just said: ""if it were up to the doctors, they'd shut down the entire world."" Actually, if it were up to…",marycraig1045,United States, just said if it were up to the doctors they d shut down the entire world actually if it were up to
,To continue the ww2 metaphor @BorisJohnson has sounded the Air Raid siren. So get to your shelter. During an air ai… https://t.co/RrNdtsHtgi,SimeonD,"Swansea, Europe",to continue the ww metaphor has sounded the air raid siren so get to your shelter during an air ai
,"RT @mdczimbabwe: Leading the fight against #COVID19, as the people's party sets up a #PapidResponse national team to fight against the #cor…",Nathan88220772,, leading the fight against covid as the people s pay sets up a papidresponse national team to fight against the cor
,"RT @GovernmentZA: Good morning South Africa. ""Many have had to make difficult choices and sacrifices, but all have been determined that the…",BPM33_,South Africa , good morning south africa many have had to make difficult choices and sacrifices but all have been determined that the
,RT @Vijayabaskarofl: #UPDATE:Last evening the Executive Vice Chairperson of  Apollo hospitals Ms.Preetha Reddy met with me &amp; health officia…,Itz_Anandh,, update last evening the executive vice chairperson of apollo hospitals ms preetha reddy met with me health officia
,RT @KaleriAshraf: On 23rd March Focal Person of Hyderabad about #COVID19 MPA @sharjeelinam visited complaint center in shahbaz building Hyd…,Khaskhel_Aijaz,"Tando Allahyar, Pakistan", on rd march focal person of hyderabad about covid mpa visited complaint center in shahbaz building hyd
,"RT @DDNewslive: He came back home to applause and gratitude,
Let him return to lesser #COVID19 patients.

#StayHome and #WashYourHands  
#c…",Rahul91593928,, he came back home to applause and gratitude let him return to lesser covid patients stayhome and washyourhands c
,"RT @antonioguterres: Today I am calling for an immediate global ceasefire in all corners of the world.

It is time to put armed conflict on…",HENRYJO112,Kigali-Rwanda, today i am calling for an immediate global ceasefire in all corners of the world it is time to put armed conflict on
,"RT @USNavy: USNS Mercy is underway.

Check out this infographic to learn about the capabilities of #USNavy Hospital Ships, #USNSComfort and…",FirebirdHank,"In ur head rent free, KEKISTAN", usns mercy is underway check out this infographic to learn about the capabilities of usnavy hospital ships usnscomfo and
,@ChinaUncensored PHOTOS: Life Before and After #CCP Coronavirus https://t.co/aYYi9Mqctl #covid19 #ccpcovid19 Thank… https://t.co/1MItkFz92O,benjamin_c,"Normanby, Redcar and Cleveland",photos life before and after ccp coronavirus covid ccpcovid thank
,"RT @Lohika: Years from now, when we look back on #COVID19, we'll call it a turning point in the way work gets done. Transformational leader…",DianaCo12020242,Greenland, years from now when we look back on covid we ll call it a turning point in the way work gets done transformational leader
,"RT @ayeshaesque: Total number of diagnosed cases in the US are (and counting): 41,569.  Deaths reported 504. #COVID19 #uscoronavirus",Naqvi_ShahBaBa,"Islamabad, Pakistan", total number of diagnosed cases in the us are and counting deaths repoed covid uscoronavirus
,"RT @MinOfInteriorNG: #Covid19 Update: The Head of Service of the Federation, Dr. Folashade Yemi-Esan has declared a compulsory Stay-at-home…",silentpath2007,Nigeria, covid update the head of service of the federation dr folashade yemi esan has declared a compulsory stay at home
