,geo,tweet,user_handle,location,cleaned_tweets
931,,RT @BathysphereHat: FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. https://t.co/IlVdiSdlun,SarcasticBoom,Cali BABEY!, friends the stuff about nature healing and wildlife returning because of covid is fake
932,,"RT @CureOurCountry: For those who still think this #CoronaCrisis is a joke, this is a picture from a Parking Garage at Vanderbilt Universit…",teru196463,浅草, for those who still think this coronacrisis is a joke this is a picture from a parking garage at vanderbilt universit
933,,RT @Marvjacob5: This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioriti…,JustineSashaaaa,MNL, this is ritm director dr celia carlos who was allegedly unjustly removed from her position because she refused to prioriti
934,,"RT @DanRodimer: Please say a prayer for my daughter, Violet. 🙏

A week ago, Violet was admitted to the hospital. In the very stressful and…",docreiterman,, please say a prayer for my daughter violet a week ago violet was admitted to the hospital in the very stressful and
935,,"RT @ArtAcevedo: Our first responders and health care providers are finding it next to impossible to get tested for COVID-19, but @RandPaul…",Nuno_tuga_,, our first responders and health care providers are finding it next to impossible to get tested for covid but
936,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,lalyp0p_,"Bronx, NY", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
937,,RT @teqilaakeela: Happy Sunday Everyone!! A few friends and I have been working on @BurntRiceBunch to amplify Asian American Voices and we’…,HuangMili,Yankeelandia, happy sunday everyone a few friends and i have been working on to amplify asian american voices and we
938,,RT @echolivecork: Ireland secures huge order for Covid-19 testing kits https://t.co/e9QyTlsBjM,RnRor,"Cork, Ireland", ireland secures huge order for covid testing kits
939,,RT @TheSolariReport: Bill Gates markets the Mark of the Beast - can slavery be made fashionable? https://t.co/pc9xLRcWKy,AndraVilcu1,"Bucureşti, România", bill gates markets the mark of the beast can slavery be made fashionable
940,,"RT @SloopJontyB: During my time in the Submarine Service, I - along with many others - endured many weeks and months cooped up in a steel t…",Lazarus_Liberty,"Liberty Island, NY", during my time in the submarine service i along with many others endured many weeks and months cooped up in a steel t
941,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,pamelaamariaa,"Houston, TX", my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
942,,"RT @CMShehbaz: On the basis of my meetings with public health experts, party leaders &amp; public feedback I am of the considered opinion that…",asadnuces007,"Islamabad, Pakistan", on the basis of my meetings with public health expes pay leaders public feedback i am of the considered opinion that
943,,RT @RonaldKlain: I could not be more proud to co-host a podcast on the #coronavirus pandemic with Dr @celinegounder -- who is not just talk…,mccomb_karen,"Portage, MI", i could not be more proud to co host a podcast on the coronavirus pandemic with dr who is not just talk
944,,"RT @BorisEP: . @NYCMayor is a total disgrace. 

De Blasio absolutely failed the people of New York and instead of taking responsibility is…",joshgalka88,"Commerce, MI", is a total disgrace de blasio absolutely failed the people of new york and instead of taking responsibility is
945,,"So, we now have one confirmed case of COVID 19 in Oyo State,  but our government is making closure of religious hou… https://t.co/6Dny4KzTEe",HerbsMister,,so we now have one confirmed case of covid in oyo state but our government is making closure of religious hou
946,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",csburt11,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
947,,RT @TheAtulMishra: My Shankhnaad against #Corona virus and Shankhnaad for our heroes. Thank you PM @narendramodi for giving us this unique…,sangitaRchopra,India, my shankhnaad against corona virus and shankhnaad for our heroes thank you pm for giving us this unique
948,,"RT @LeeDuffy7: As some of you may or may not know, I tested positive for Covid-19 two weeks ago. I spent 8 days in hospital hooked up to ox…",stop1984,nowhere man., as some of you may or may not know i tested positive for covid two weeks ago i spent days in hospital hooked up to ox
949,,New post (Is Bitcoin a Better Covid-19 Safe Haven Asset or US Treasury Bonds?) has been published on Cryptocurrenci… https://t.co/2B9ZKuFavB,brandpowerme1,United States,new post is bitcoin a better covid safe haven asset or us treasury bonds has been published on cryptocurrenci
950,,"RT @Ash_Hirani: Why is @jeremycorbyn on #RidgeOnSunday?

He is 70 years old. Should he not be self-isolating for 12 weeks on SSP at £94 per…",ReadSmall,, hirani why is on ridgeonsunday he is years old should he not be self isolating for weeks on ssp at per
951,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,j3nnyxo,"Miami, FL", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
952,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",trevahhhNstuff,"Shinnecock, NY  | 757", after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
953,,"RT @baymath: Some of you bash government just for the sake of it. On the whole, their handling of COVID-19 has been commendable thus far. F…",sisanda_aluta,Johannesburg, some of you bash government just for the sake of it on the whole their handling of covid has been commendable thus far f
954,,RT @NPR: Sen. Rand Paul is the first senator to test positive for COVID-19. He's also one of eight Republican senators who voted against a…,Jonmcad1,, sen rand paul is the first senator to test positive for covid he s also one of eight republican senators who voted against a
955,,"RT @SkyNews: Coronavirus: 'Healthy' NHS nurse, 36, in intensive care after contracting COVID-19 https://t.co/vberVsttbw",philrandal,"Hereford, England", coronavirus healthy nhs nurse in intensive care after contracting covid
956,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",wakemein2020,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
957,,"RT @accuweather: Using satellite data, this animation shows the reduction of nitrogen dioxide emissions across China from Dec. 20, 2019, to…",MarshallMoss,"State College, PA", using satellite data this animation shows the reduction of nitrogen dioxide emissions across china from dec to
958,,RT @vaitor: Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 t…,morid1n,Still on Earth, korea finished developing the minute covid diagnostic kit and is now ramping up production they plan to expo t
959,,"RT @CAStateParks: Now more than ever, #CAStateParks understands the public’s need to enjoy the benefits of nature during the #COVID19 situa…",VisitCANews,"Sacramento, CA", now more than ever castateparks understands the public s need to enjoy the benefits of nature during the covid situa
960,,RT @AbiyAhmedAli: Thank you @JackMa &amp; the @AlibabaGroup for sending the first wave of #COVID-19 prevention materials. Support includes 1.1m…,jbundo,"Nairobi, Kenya", thank you the for sending the first wave of covid prevention materials suppo includes m
961,,"RT @EnglishBasNews: Nearly 130 Other Patients Die from #COVID-19 in #Iran - #BasNews
https://t.co/YurWY4ZP9T https://t.co/nkeUKR8jrE",Vanescaliente,South Africa, nearly other patients die from covid in iran basnews
962,,"RT @atDavidHoffman: There’s a Twitter account where you can post memorials to those who’ve been lost to COVID-19.
@InMemoriam11",atDavidHoffman,St Louis MO, there s a twitter account where you can post memorials to those who ve been lost to covid
963,,"RT @JordanSchachtel: United States COVID-19 deaths as a % of individuals who tested positive, updated:

3/16: 1.84%
3/17: 1.70%
3/18: 1.62%…",DianaFry18,, united states covid deaths as a of individuals who tested positive updated
964,,"RT @ptraughber: San Francisco's narrow sidewalks have always been a public safety issue, but COVID-19 has increased the magnitude and urgen…",KatCapps,Portland Oregon , san francisco s narrow sidewalks have always been a public safety issue but covid has increased the magnitude and urgen
965,,RT @CVSHealth: .@cvspharmacy waiving charges for home delivery of prescription medications due to the COVID-19 pandemic. Learn more: https:…,PowerNation22,, waiving charges for home delivery of prescription medications due to the covid pandemic learn more https
966,,"@khanumarfa May be our current leadership thinks that they can scare away Corona Virus Covid-19, with all these noises. Sad.",DrRameshBellamk,,may be our current leadership thinks that they can scare away corona virus covid with all these noises sad
967,,RT @Owen_1906: BREAKING NEWS: Covid-19 immediately leaves England after seeing this terrifying flag,MaddieHarbisher,, breaking news covid immediately leaves england after seeing this terrifying flag
968,,RT @hrmoroz: For the average American the best way to tell if you have covid-19 is to cough in a rich person’s face and wait for their test…,Tyler_Iman,"SW Missouri, USA", for the average american the best way to tell if you have covid is to cough in a rich person s face and wait for their test
969,,RT @NanHayworth: .@NYGovCuomo just announced that trial of (hydroxy)chloroquine and azithromycin will begin in New York on Tuesday. Excelle…,ahernandez85b,, just announced that trial of hydroxy chloroquine and azithromycin will begin in new york on tuesday excelle
970,,"RT @ABCWorldNews: New York Gov. Andrew Cuomo criticizes density of public gatherings in New York City amid COVID-19 restrictions: ""It’s a m…",1morecomment,, new york gov andrew cuomo criticizes density of public gatherings in new york city amid covid restrictions it s a m
971,,"RT @JordanSchachtel: United States COVID-19 deaths as a % of individuals who tested positive, updated:

3/16: 1.84%
3/17: 1.70%
3/18: 1.62%…",billykeene22,, united states covid deaths as a of individuals who tested positive updated
972,,"RT @nowthisnews: Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis https://t.co/9q…",clairemead_,, katie poer s sister a doctor is breaking down how staying in can save lives during the covid crisis
973,,Idris Elba wife Sabrina did not distance herself away from her husband when he tested positive for COVID-19 and now… https://t.co/HqEoKzjTaL,itsharambanter,United Kingdom,idris elba wife sabrina did not distance herself away from her husband when he tested positive for covid and now
974,,"I'd really like to thank @digiwonk for this new episode of our podcast All The Things ADHD, and I look forward to o… https://t.co/mw54qQbM9f",readywriting,,i d really like to thank for this new episode of our podcast all the things adhd and i look forward to o
975,,"RT @DavidJollyFL: ""DeSantis said his administration might put those who test positive for COVID-19 or show symptoms of the disease in shelt…",gothamdarkknite,"Arizona, USA", desantis said his administration might put those who test positive for covid or show symptoms of the disease in shelt
976,,"RT @ashtonpittman: Tupelo Mayor Jason Shelton: ""From the beginning of this crisis...I have been waiting on the governor of Mississippi to l…",MomentoAnima,"Gainesville, GA", tupelo mayor jason shelton from the beginning of this crisis i have been waiting on the governor of mississippi to l
977,,RT @kaffnews: Governor Ducey announces a new hotline number for COVID-19 information.  All you have to do is call 2-1-1.  The hotline is st…,Strawberry_AZ,"Strawberry, Arizona USA", governor ducey announces a new hotline number for covid information all you have to do is call the hotline is st
978,,@realDonaldTrump hello mr. president. I work in a small town in idaho. I work 4 days a week 11 hour shifts. And hav… https://t.co/R2J2QmlTfH,omencosmos,,hello mr president i work in a small town in idaho i work days a week hour shifts and hav
979,,"Visit  https://t.co/YqIm2olaTZ

For details https://t.co/nFhMnlOoDy",matundura78,Nairobi,visit for details
980,,"RT @UF: COVID-19 CASES AT UF

New cases will be posted once a day, before noon, including Sat/Sun. Each new entry will include as much info…",emadalshammarii,"Gainesville, FL", covid cases at uf new cases will be posted once a day before noon including sat sun each new entry will include as much info
981,,RT @KTLA: BREAKING: Another person has died from COVID-19 in Riverside County. The death toll there is now 6. https://t.co/VqpZF3aYMf,elizdelg,, breaking another person has died from covid in riverside county the death toll there is now
982,,RT @fortcollinsgov: We are very sad to confirm that one of our colleagues has tested positive for COVID-19. The individual has not been int…,CoolAnya84,, we are very sad to confirm that one of our colleagues has tested positive for covid the individual has not been int
983,,"“It brings a sense of community for families.”

Ontario has given birth to #TogetherWeCanDoIt and… https://t.co/9qcLDAuT8d",TorontoStar,"1 Yonge St., Toronto, Canada",it brings a sense of community for families ontario has given bih to togetherwecandoit and
984,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",DesiCuban,"Florida, USA", i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
985,,"RT @LouisianaGov: Today, I am issuing a statewide Stay at Home order that goes into effect at 5 p.m. Monday, March 23, to further fight the…",MJoftheday,the other La, today i am issuing a statewide stay at home order that goes into effect at p m monday march to fuher fight the
986,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,raz2fast,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
987,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",mykierraaa_,, dzr me waking up every morning with no covid symptoms
988,,"RT @PraveenAivalli: 'Smoking Kills': Men are faring worse than women in the coronavirus pandemic, according to statistics emerging from acr…",80Vivek08,"Mumbai, India", smoking kills men are faring worse than women in the coronavirus pandemic according to statistics emerging from acr
989,,RT @MarkYou05730747: These posters would be good to be shared all over social media our wonderful country will still be here but please sta…,weecass1888,, these posters would be good to be shared all over social media our wonderful country will still be here but please sta
990,,RT @Sama1975: This is Forest Stores in Chiddingfold Surrey. They are charging £19 for 12 toilet rolls and £40 for a bigger pack. They will…,bmer1972,, this is forest stores in chiddingfold surrey they are charging for toilet rolls and for a bigger pack they will
991,,RT @thetruefailure: Rand Paul having COVID-19 genuinely makes me happy. Like true joy.,calebxmurphy,, rand paul having covid genuinely makes me happy like true joy
992,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,surefinewtever,"Seattle, WA", my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
993,,"RT @FlintsideNews: If you’re a student at Mott Community College, you’re not alone during this difficult time. Part of their statewide basi…",Coach_C33,"Flint, MI", if you re a student at mott community college you re not alone during this difficult time pa of their statewide basi
994,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,tcbdirector,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
995,,"RT @FredTJoseph: Rand Paul has no symptoms and was tested for #Covid_19. Because he’s wealthy and powerful. 

There are people who have not…",NatJackTweets,"Orlando, FL", rand paul has no symptoms and was tested for covid because he s wealthy and powerful there are people who have not
996,,RT @HeidiNBC: 👉🏻Paul was at the Senate gym and swimming in the pool the morning he got his COVID-19 results back.,brandes_renee,, paul was at the senate gym and swimming in the pool the morning he got his covid results back
997,,Covid-19 cancelling everything except my feelings for you.,endypps,🌏 WARR/WIII,covid cancelling everything except my feelings for you
998,,"@SenRobPortman Your constituents need us, and we need you! Congress must include #Relief4Charities in #Coronavirus… https://t.co/1tsckpObf7",ywcanwo,"Toledo, Ohio",your constituents need us and we need you congress must include relief charities in coronavirus
999,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,DICKIMINAJ,they/he, my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
1000,,New post (SVG ‘food secure’ amidst COVID-19 pandemic — Agriculture Minister) has been published on Yaadroc News -… https://t.co/QqsYIdUIdy,YaadRoc,jamaica,new post svg food secure amidst covid pandemic agriculture minister has been published on yaadroc news
1001,,"RT @PafsoApase: For those looking to help kids &amp; teens during this stressful time, @UNICEF has some good resources on their #COVIDー19 page.…",milenaac,"Texas, USA", for those looking to help kids teens during this stressful time has some good resources on their covid page
1002,,RT @AdamFriedland: My cousin works at the pentagon and he told me there’s a viral pandemic going around called the COVID-19,abcondefg,, my cousin works at the pentagon and he told me there s a viral pandemic going around called the covid
1003,,"Oh my god, Rand Paul tested positive for COVID-19. This can’t be serious, oh this is great. One of the most problem… https://t.co/OvYwb0Q8mw",xilanea,"Illinois, USA",oh my god rand paul tested positive for covid this can t be serious oh this is great one of the most problem
1004,,"RT @psychdr100: Rand Paul has voted against every virus relief package for America.
NOW MR. PAUL HAS TESTED POSITIVE FOR COVID 19.
He was t…",grumpybozo,Detroitish, rand paul has voted against every virus relief package for america now mr paul has tested positive for covid he was t
1005,,"RT @kylegriffin1: Michigan Gov. Gretchen Whitmer on COVID-19: ""I can't afford to have a fight with the White House, but the fact of the mat…",Kathlee22942562,, michigan gov gretchen whitmer on covid i can t afford to have a fight with the white house but the fact of the mat
1006,,"#SJSU campus community: A message regarding the university's guidelines for refunds for tuition, housing, parking,… https://t.co/hqBYh0esVJ",SJSU,"San Jose, California",sjsu campus community a message regarding the university s guidelines for refunds for tuition housing parking
1007,,RT @NatashaBertrand: .@DavidLat is now on a ventilator and in critical condition https://t.co/4z1nidF1pm,t00thyPeg,, is now on a ventilator and in critical condition
1008,,RT @NPR: Sen. Rand Paul is the first senator to test positive for COVID-19. He's also one of eight Republican senators who voted against a…,CedricGolden,, sen rand paul is the first senator to test positive for covid he s also one of eight republican senators who voted against a
1009,,"RT @JordanSchachtel: United States COVID-19 deaths as a % of individuals who tested positive, updated:

3/16: 1.84%
3/17: 1.70%
3/18: 1.62%…",skippytaytay,"Atlanta, GA", united states covid deaths as a of individuals who tested positive updated
1010,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",lawsonmillerlm,, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1011,,"RT @costaggini: no..
one...

cleans like Gaston
quarantines like Gaston
no one stops spreading COVID-19 like Gaston",dedcena,Australia, no one cleans like gaston quarantines like gaston no one stops spreading covid like gaston
1012,,"RT @SkyNews: Coronavirus: 'Healthy' NHS nurse, 36, in intensive care after contracting COVID-19 https://t.co/vberVsttbw",Loopybustin,, coronavirus healthy nhs nurse in intensive care after contracting covid
1013,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,MiracleSeeeker,Penn’s woods, senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
1014,,"RT @wextrous: TWITTER, who is coming from Mumbai to NIGERIA today? My very ill(life threatening) Aunt needs her medications from Mumbai ple…",ManLikeLaxx,Inside life, twitter who is coming from mumbai to nigeria today my very ill life threatening aunt needs her medications from mumbai ple
1015,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,tmhsandra,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1016,,"A universal basic income could help counter COVID-19's economic damage
https://t.co/vXOemUlA0L https://t.co/wD39x3JgRm",dawnbishop17,,a universal basic income could help counter covid s economic damage
1017,,"RT @jwyllys: My sister-in-law is a nurse at a local hospital, and she’s resigned herself to getting COVID-19 because the mask shortage mean…",RichBridges,Illinois, my sister in law is a nurse at a local hospital and she s resigned herself to getting covid because the mask shoage mean
1018,,RT @VomitsHerMind: I’m so paranoid every day that I am going to wake up sick because it takes 2 weeks to show symptoms of COVID-19 😭😭😭,NoHolyFool,District 12, i m so paranoid every day that i am going to wake up sick because it takes weeks to show symptoms of covid
1019,,RT @bobehayes: My 96-year-old mom tested positive for #Covid_19. She's got a cough and slight fever. Her nursing home is under quarantine;…,pmroxy,East Riding of Yorkshire. Uk, my year old mom tested positive for covid she s got a cough and slight fever her nursing home is under quarantine
1020,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",PinkyyTheElf,Japan, after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
1021,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",HoodKealie,||-//, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1022,,"RT @ggukiepjms: buying                          covid 19  
concert                        happens
tickets",BABIEK00K,bangteez + txt (not a multi), buying covid conce happens tickets
1023,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,ramchopped,Mt. Sac, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
1024,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",DredPirateJames,The Noble House of El, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1025,,@jeetutripathi_ @pmo @CMOfficeUP @navsekera @AwanishSharan @IASfraternity @PriyankaJShukla @IndiEskimo morons don't… https://t.co/DfyvQfkQ3I,Sahana_Rama,"Kolkata, West Bengal",morons don t
1026,,New post (Is Bitcoin a Better Covid-19 Safe Haven Asset or US Treasury Bonds?) has been published on Cryptocurrenci… https://t.co/EMlLpKRBvF,SisiLikeme,Italy,new post is bitcoin a better covid safe haven asset or us treasury bonds has been published on cryptocurrenci
1027,,"RT @jaketapper: TAMPA, Fl. (WFLA) — Five University of Tampa students are recovering after testing positive for COVID-19 during spring brea…",davidfrum,, tampa fl wfla five university of tampa students are recovering after testing positive for covid during spring brea
1028,,RT @DrJaneRuby: Evidence Over Hysteria - Those red bubbles on Johns Hopkins tracker (Funded by a Bill Gates grant) are designed to panic yo…,Marckymarc40,"Long Island, Ny", evidence over hysteria those red bubbles on johns hopkins tracker funded by a bill gates grant are designed to panic yo
1029,,"RT @ChargersUnion: Just got tested for Covid-19, finding it very hard to breath right now so imma take it easy for a bit. This is no joke,…",LckRgt,"Orléans, France", just got tested for covid finding it very hard to breath right now so imma take it easy for a bit this is no joke
1030,,RT @vaitor: Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 t…,bobohoot,, korea finished developing the minute covid diagnostic kit and is now ramping up production they plan to expo t
1031,,Pet Paradise announces COVID-19 support for essential workers https://t.co/o5hvlpLE5E,TheChestnutPost,"Washington, DC",pet paradise announces covid suppo for essential workers
1032,,RT @DeeOneAyekooto: The COVID-19 confirmation test for the suspected case at Bodija has come back POSITIVE. The result was released at 17:3…,WSonola,, the covid confirmation test for the suspected case at bodija has come back positive the result was released at
1033,,"RT @luckychan: Okay, everyone. This is currently a hot topic right now (and I do mean HOT as people are getting angry about this), but ther…",aexmeneses,, okay everyone this is currently a hot topic right now and i do mean hot as people are getting angry about this but ther
1034,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",julisssaah_,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1035,,"RT @jab_cdn1st: @fern_60 @GayleneSass The Liberal Caucus wants Marshall Law plain and simple
COVID-19 will get it for them to delay Electio…",GayleneSass,, cdn st the liberal caucus wants marshall law plain and simple covid will get it for them to delay electio
1036,,RT @CBCAlerts: Toronto health authorities say a man in his 70s who had travelled to the U.K. died from coronavirus Saturday. It's the city'…,UniquelyGillian,Canada, toronto health authorities say a man in his s who had travelled to the u k died from coronavirus saturday it s the city
1037,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",leafleague,"Marin County, CA", during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
1038,,RT @StateHealthIN: The Indiana State Department of Health is announcing that two more Hoosiers have died due to #COVID19 – bringing the sta…,Aralynn2023,"Indiana, USA", the indiana state depament of health is announcing that two more hoosiers have died due to covid bringing the sta
1039,,"RT @smritiirani: In gratitude towards all health &amp; frontline workers, security personnel, sanitation workers &amp; everyone in the line of duty…",pradippatel4,"England, United Kingdom", in gratitude towards all health frontline workers security personnel sanitation workers everyone in the line of duty
1040,,"RT @ParkBoard: COVID-19 Need to Know: 

🆕We are closing all public outdoor recreation facilities within parks and beaches. 
❌Volleyball, sk…",LtotheMillsy,"Vancouver, BC", covid need to know we are closing all public outdoor recreation facilities within parks and beaches volleyball sk
1041,,"COVID-19: NBA President, Paul Usoro (SAN) Commends Directives By Lagos CJ, Urges Other States To Adopt Same… https://t.co/cPlmXWfwMu",Nigerialawyers,"Lagos, Nigeria",covid nba president paul usoro san commends directives by lagos cj urges other states to adopt same
1042,,"RT @PoliceNG: PRESS RELEASE
​ 
Covid-19: IGP Orders Zonal AIGs/Command CPs to Enforce Social Restriction Orders
- Warns against unnecessary…",ChidiZeus,Dunukofia, press release covid igp orders zonal aigs command cps to enforce social restriction orders warns against unnecessary
1043,,"RT @CGTNEurope: To stop the spread of #COVID19, we are all washing our hands more, but are we doing it right? This video shows you where yo…",lasherindia,, to stop the spread of covid we are all washing our hands more but are we doing it right this video shows you where yo
1044,,"RT @PatriciaMazzei: “Commissioner Culpepper said the OAN cable television program ‘is the new Fox News if you want to know the truth,’ he s…",maggieNYT,, commissioner culpepper said the oan cable television program is the new fox news if you want to know the truth he s
1045,,RT @ABC30: Members were asked to use spray bottles filled with body fluids to attack police and Jewish people. https://t.co/etUn5hR4gW,lilxaro,, members were asked to use spray bottles filled with body fluids to attack police and jewish people
1046,,Covid 19 deel 3 https://t.co/2zTvHGsBNd via @YouTube,telling4571,,covid deel via
1047,,"@Hamad_hassan20 COVID-19 CORONAVIRUS PANDEMIC
Last updated: March 22, 2020, 19:37 GMT

Coronavirus Cases:
334,451… https://t.co/4qNRvT3nKG",BeirUtopia,The World,hassan covid coronavirus pandemic last updated march gmt coronavirus cases
1048,,RT @amanda_spielman: Parents need to hear the message: keep children at home if at all possible. Support the decisions your child's school…,NAHTOxfordshire,Oxfordshire, spielman parents need to hear the message keep children at home if at all possible suppo the decisions your child s school
1049,,@narendramodi @rajnathsingh Sir can u give leave for those police people whose age is more than 50 sir. Since at th… https://t.co/9FSIAnqMiq,Nani60796148,,sir can u give leave for those police people whose age is more than sir since at th
1050,,"RT @TexasMonthly: Spending time outdoors is good for mental health. But as COVID-19 spreads in Texas, officials and citizens are grappling…",faziarizvi,Texas, spending time outdoors is good for mental health but as covid spreads in texas officials and citizens are grappling
1051,,"RT @FredTJoseph: Rand Paul has no symptoms and was tested for #Covid_19. Because he’s wealthy and powerful. 

There are people who have not…",sooverla,, rand paul has no symptoms and was tested for covid because he s wealthy and powerful there are people who have not
1052,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",oma2277,"Katy, TX", sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
1053,,RT @CureOurCountry: @jimfoley Update from Vanderbilt:  Several Vanderbilt healthcare providers were diagnosed today with #Covid_19. Denial…,teru196463,浅草, update from vanderbilt several vanderbilt healthcare providers were diagnosed today with covid denial
1054,,"RT @StefanMolyneux: Wuhan institute collecting viruses from wild bats since 2012 at LEAST. 

This paper describes one they collected which…",AynBanned,The greatest country in existence, wuhan institute collecting viruses from wild bats since at least this paper describes one they collected which
1055,,"RT @t3rr3z: After COVID-19 is over, I better NEVER hear anyone trash ""low end"" workers again. Those people at the grocery store, the Dollar…",minstradmus,"London, England", after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar
1056,,The Final Steps to Defeating COVID-19.       https://t.co/X6PGjd2UTU,JimPolk,"Rochester, NY, USA",the final steps to defeating covid
1057,,RT @FastCompany: It's a stark example of how one person's choices impact others. https://t.co/3nnwhmFl4K,erkanguntore,LA SF NYC İST, it s a stark example of how one person s choices impact others
1058,,"RT @shanehurlbutasc: Love, live, cherish, and thrive. COVID-19 your time will be extinguished soon. Stay frosty. Love you all!!#cinematogra…",FamousPixs,, love live cherish and thrive covid your time will be extinguished soon stay frosty love you all cinematogra
1059,,"RT @briantylercohen: Cuban doctors get a standing ovation as they arrive at an airport in Italy to help fight COVID-19.
https://t.co/Qa7ulh…",GreenwoodDr,, cuban doctors get a standing ovation as they arrive at an airpo in italy to help fight covid
1060,,RT @NanHayworth: .@NYGovCuomo just announced that trial of (hydroxy)chloroquine and azithromycin will begin in New York on Tuesday. Excelle…,CypherRebel,5th Dimension, just announced that trial of hydroxy chloroquine and azithromycin will begin in new york on tuesday excelle
1061,,"RT @wahid_habib: An 87-year-old COVID-19 patient and his doctor, Liu Kai, watch the sunset on their way back from a CT scan on Thursday at…",hadimizei_,, habib an year old covid patient and his doctor liu kai watch the sunset on their way back from a ct scan on thursday at
1062,,"RT @_Andy_W: I'm a nobody &amp; don't expect anyone to care about what I say. To all those who think they are bulletproof, will cope with a dos…",_nickmcc,"Antrim, Northern Ireland", andy w i m a nobody don t expect anyone to care about what i say to all those who think they are bulletproof will cope with a dos
1063,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,CoffyCallipyge,290, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
